epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
35,0.6287924,1.3626478942831002,0.89826643,0.3904422,0.4784226,2.02921256848744,0.7349206,0.34449404
36,0.6317668,1.3598672633083146,0.90149796,0.3938132,0.48660713,2.0101502821559,0.73974764,0.34895834
37,0.63117194,1.3613567411391339,0.90122896,0.39262342,0.48139882,2.047089227608272,0.7268446,0.34449404
38,0.63117194,1.3529727733515804,0.90205723,0.39996034,0.49330357,2.0132935018766496,0.73824453,0.35044643
39,0.6353361,1.349840860505816,0.901865,0.40273646,0.4888393,2.008242740517571,0.7357911,0.35639882
40,0.6266112,1.3541630431581249,0.9041158,0.39639103,0.49702382,1.998201608657837,0.72230655,0.35416666
41,0.63077533,1.3465976376347237,0.89906627,0.4009518,0.49181548,2.0048454829624722,0.7283763,0.35714287
42,0.6335515,1.3509845506948728,0.90261495,0.39698592,0.4940476,2.0104548874355497,0.7305936,0.35714287
43,0.63771564,1.3476654404618071,0.9074989,0.40075353,0.4903274,2.025292686053685,0.7134146,0.3482143
44,0.633948,1.3471984406347766,0.9011628,0.39956376,0.48660713,2.016123658134824,0.715994,0.35639882
45,0.6353361,1.3471001305089403,0.902039,0.40352964,0.49255952,1.9911494255065918,0.7341576,0.3534226
46,0.62780094,1.347940543010881,0.8972542,0.401745,0.50074404,1.9996525616872878,0.7359375,0.35044643
47,0.63632756,1.3472587517653811,0.90170556,0.398374,0.49107143,1.9877291974567233,0.73524964,0.36160713
48,0.6355344,1.347744679134232,0.8917616,0.40352964,0.48511904,2.0184306388809565,0.7114504,0.34672618
49,0.633948,1.3416942105084309,0.89659804,0.39718422,0.49627978,1.988869349161784,0.7306501,0.35119048
50,0.63989687,1.3239211522466767,0.9068323,0.4053143,0.48735118,2.017704035554613,0.7200599,0.3578869
51,0.6434662,1.332171166531746,0.89911896,0.4047194,0.49479166,2.022602160771688,0.71428573,0.35714287
52,0.6357327,1.3313288257255833,0.8976971,0.4019433,0.4799107,2.011348295779455,0.7285276,0.3534226
53,0.6357327,1.3245972307007772,0.90982145,0.40412453,0.48735118,2.0016413756779263,0.7368421,0.35416666
54,0.6371208,1.3342712157873697,0.90203,0.4053143,0.49330357,1.971883685815902,0.74164134,0.36309522
55,0.63474125,1.33580100873196,0.89686686,0.4086853,0.50446427,2.0045456886291504,0.7289157,0.36011904
56,0.6323617,1.3270401348321654,0.9073192,0.41542733,0.49181548,1.9919904697509039,0.7166172,0.359375
57,0.6406901,1.3172073495924626,0.9018054,0.4061075,0.49627978,2.013318638006846,0.7350689,0.35714287
58,0.6335515,1.313550095271667,0.90307224,0.41384098,0.4903274,1.9876474142074585,0.72727275,0.36309522
59,0.63989687,1.3166689897089423,0.9047619,0.41443586,0.4903274,1.976535941873278,0.7316342,0.36309522
60,0.642673,1.3180573295322457,0.90336686,0.4096768,0.4888393,1.9931919574737549,0.7275449,0.36160713
61,0.63989687,1.312657874206832,0.89901584,0.4166171,0.4940476,1.9979363481203716,0.7240356,0.36309522
62,0.64901847,1.3048787407049602,0.9032258,0.4164188,0.48958334,2.039468024458204,0.72069466,0.3705357
63,0.64505255,1.3063389586948484,0.9003481,0.41027167,0.4940476,2.0012982970192317,0.71322435,0.35714287
64,0.64525086,1.3031986907151112,0.9109083,0.41562563,0.5066964,1.996346189862206,0.7147016,0.3653274
65,0.63831055,1.3075609938057788,0.90643775,0.41879833,0.50074404,1.9868462625003995,0.712627,0.3653274
66,0.63831055,1.3092415036130183,0.90367776,0.40928018,0.49330357,1.9776214503106617,0.72540385,0.36755952
67,0.6436645,1.2941120635912386,0.9014145,0.41701367,0.4858631,2.034133508091881,0.72727275,0.36309522
68,0.64862186,1.2918285416062805,0.9041685,0.41721198,0.5037202,1.9928107659022014,0.7199391,0.35193452
69,0.6436645,1.2984447173483193,0.8981481,0.42316082,0.50967264,1.9621303734325228,0.74377745,0.37797618
70,0.64862186,1.2872416374349132,0.9055721,0.42216936,0.5014881,1.9908207626569838,0.73435116,0.3578869
71,0.65020823,1.2860252830496672,0.90319866,0.42554036,0.49107143,1.996327124890827,0.72781956,0.36011904
72,0.64485425,1.2838906450874863,0.90782243,0.42573866,0.4940476,1.996873384430295,0.71218795,0.3608631
73,0.651398,1.292697388348588,0.89559263,0.41503075,0.50744045,1.9888104796409607,0.7178003,0.3690476
74,0.64148325,1.2970402781367183,0.8955288,0.4130478,0.5052083,1.9589296040080844,0.73731345,0.36755952
75,0.6585366,1.286622664792751,0.90878236,0.42474717,0.5037202,1.9835367742038907,0.7247438,0.36830357
76,0.64862186,1.2877410896803543,0.90258116,0.42990282,0.50223213,1.9578214855421157,0.7361319,0.3653274
77,0.6478287,1.287011513616886,0.9103973,0.4271267,0.50967264,1.9639836152394612,0.7320644,0.37202382
78,0.65020823,1.2708636683980883,0.90353835,0.42534205,0.5037202,1.9932571110271273,0.729927,0.37202382
79,0.6468372,1.285957265533721,0.90585774,0.42930794,0.49925596,1.9798547937756492,0.7251462,0.3690476
80,0.64901847,1.277128875728356,0.9047214,0.42177275,0.49479166,1.9773328928720384,0.7369186,0.37723213
81,0.6539758,1.269243445692851,0.89842755,0.41919494,0.5,1.975455763794127,0.7294118,0.3690476
82,0.65238947,1.2687882077899595,0.90288824,0.4277216,0.5029762,1.9772712219329107,0.73715127,0.3735119
83,0.6543724,1.269287845113555,0.90821457,0.42970455,0.4888393,2.003793668179285,0.7218935,0.36309522
84,0.6650803,1.2594705914165112,0.90643275,0.43029943,0.50446427,1.9652823436827886,0.73255813,0.375
85,0.65199286,1.2690441140503537,0.90058726,0.42573866,0.51116073,1.9559927384058635,0.7303207,0.37276787
86,0.6511997,1.2703531834782766,0.89592004,0.42673013,0.51116073,1.9498180548350017,0.73125887,0.3846726
87,0.6496133,1.2642953681279194,0.9032527,0.42950624,0.4985119,1.9686256051063538,0.71468925,0.3764881
88,0.654769,1.2600862512790847,0.90882355,0.42891136,0.50074404,1.9740805824597676,0.72109824,0.37127978
89,0.66091615,1.2553224549533686,0.90958107,0.4348602,0.50967264,1.9538901788847787,0.73153406,0.38318452
90,0.6597264,1.2554599497612804,0.90262175,0.43010113,0.5014881,1.97498942840667,0.72794116,0.36830357
91,0.6531826,1.256636593470894,0.9046255,0.4382312,0.5104167,1.931414592833746,0.7281831,0.37872022
92,0.65675193,1.2626809284206233,0.9025493,0.43525678,0.5089286,1.9475176902044387,0.7207334,0.38020834
93,0.6579417,1.2492194778976424,0.90909094,0.4382312,0.5029762,1.956110534213838,0.7267525,0.37797618
94,0.654769,1.2516725594364366,0.91019213,0.43208408,0.5066964,1.9528735620634896,0.7277856,0.38392857
95,0.65814,1.2566887529010269,0.905411,0.4346619,0.5119048,1.9703887133371263,0.71568626,0.38020834
96,0.6627008,1.2542296547207028,0.9102091,0.44021416,0.50595236,1.9797786814825875,0.72119486,0.37723213
97,0.65873486,1.2531930427217493,0.9036047,0.4423954,0.4955357,1.9686567272458757,0.71590906,0.375
98,0.6680547,1.2394094952108272,0.9122951,0.44140393,0.50744045,1.9799194534619649,0.70985913,0.375
99,0.65536386,1.2489427511072244,0.9086044,0.43763632,0.5,1.9663958861714317,0.71132594,0.38318452
100,0.66071784,1.2408576712304817,0.90582055,0.44437835,0.50967264,1.954359730084737,0.72044504,0.38541666
101,0.65913147,1.2380052733558429,0.9072289,0.44794765,0.5186012,1.9629580208233424,0.7295775,0.38541666
102,0.65893316,1.249424131314196,0.89744645,0.43208408,0.51116073,1.9631650816826594,0.71016484,0.3846726
103,0.664882,1.2395721524215138,0.9061983,0.4348602,0.5104167,1.9587566228139968,0.7330508,0.3861607
104,0.67618483,1.227372308217555,0.90846497,0.44477493,0.50967264,1.9677341665540422,0.71875,0.3764881
105,0.65822786,1.2353005352654034,0.9131859,0.44106013,0.5066964,1.9545822909900121,0.71983355,0.3861607
106,0.66012293,1.2324607977904003,0.90627545,0.44100735,0.49627978,1.9526735288756234,0.71348315,0.37797618
107,0.6646837,1.2243379655159492,0.90313506,0.4455681,0.52157736,1.9585433942931039,0.7172131,0.390625
108,0.6621059,1.2272723692053962,0.9022312,0.44100735,0.50595236,1.9746201719556535,0.7176966,0.38020834
109,0.6677215,1.2184629964677594,0.90831643,0.4428402,0.5141369,1.9293050141561598,0.7129121,0.3861607
110,0.6684513,1.2142104891683052,0.9113975,0.44874084,0.5037202,1.935914314928509,0.7046703,0.38169643
111,0.6666667,1.2160813507758599,0.9093098,0.44933572,0.5171131,1.9316721842402504,0.7071525,0.38988096
112,0.6722189,1.2140015538145856,0.913255,0.44675788,0.51339287,1.9299119256791615,0.72399443,0.38839287
113,0.66349393,1.2160514419735506,0.90753967,0.4534999,0.5171131,1.9346549198741005,0.7186207,0.38764882
114,0.67440015,1.2070538235542771,0.9077958,0.45488796,0.50595236,1.9319752568290347,0.72206706,0.3846726
115,0.6734087,1.2142006675685986,0.90833336,0.4538965,0.50744045,1.9593189585776556,0.72625697,0.38690478
116,0.671624,1.2132658593810175,0.9086596,0.45568115,0.50446427,1.9547301275389535,0.7203857,0.3891369
117,0.67142576,1.1979567095705281,0.91024625,0.45449138,0.5066964,1.9281888973145258,0.71193415,0.3861607
118,0.66924447,1.2067023797236618,0.9077901,0.45290503,0.51339287,1.9609411358833313,0.70911527,0.39360118
119,0.67122746,1.203527235876065,0.9081756,0.44715446,0.50967264,1.9718482125373114,0.7148876,0.37872022
120,0.6666667,1.2067017780985123,0.9112,0.45171526,0.51339287,1.94446500426247,0.72252744,0.39136904
121,0.66924447,1.2053057363220985,0.90677965,0.4455681,0.5141369,1.9291733730406988,0.73044693,0.3891369
122,0.6656752,1.2017073558361644,0.8991005,0.45587945,0.5104167,1.9607215694018774,0.7009346,0.390625
123,0.67499506,1.1995299523273395,0.90735584,0.45250842,0.50595236,1.9491029722349984,0.7250342,0.39434522
124,0.67420185,1.2009251212615142,0.9015421,0.45211184,0.5223214,1.9586039923486256,0.7158177,0.39732143
125,0.6734087,1.2015459316367316,0.90672964,0.4568709,0.5126488,1.9617377207392739,0.7044855,0.39732143
126,0.6734087,1.192734468971338,0.9107851,0.45548284,0.515625,1.9413708505176364,0.70761013,0.39434522
127,0.6738053,1.1988972015804462,0.901474,0.4608368,0.51116073,1.9367462652070182,0.7086093,0.39806548
128,0.6662701,1.1966045003501806,0.90705884,0.45865557,0.51488096,1.9151575082824344,0.7003942,0.3965774
129,0.67499506,1.1911785601978615,0.9042595,0.45885387,0.50967264,1.9377484264827909,0.7184066,0.3891369
130,0.67618483,1.195790248602221,0.9051555,0.45607772,0.52008927,1.918381461075374,0.71756756,0.3950893
131,0.67499506,1.1873371899659828,0.9050608,0.4574658,0.51785713,1.9113441279956274,0.7171582,0.39806548
132,0.6791592,1.1812268694478227,0.908558,0.4610351,0.5119048,1.9506538680621557,0.6993197,0.38244048
133,0.6698394,1.1921225741177637,0.9017408,0.46222487,0.5186012,1.928884920619783,0.7089947,0.39880952
134,0.668253,1.19328398054941,0.89512384,0.45865557,0.5126488,1.9514354183560325,0.7015915,0.39360118
135,0.6789609,1.1774781480588161,0.90267545,0.46163,0.5141369,1.962293871811458,0.71028036,0.39583334
136,0.67102915,1.1856410577494356,0.9106583,0.4608368,0.51116073,1.9470349777312506,0.71798366,0.3921131
137,0.67618483,1.179112856311976,0.8959538,0.4610351,0.52306545,1.9213349223136902,0.7112583,0.39955357
138,0.6821337,1.1663857239734174,0.91280866,0.46916518,0.515625,1.9191307851246424,0.7148489,0.4047619
139,0.68193537,1.1754613747181648,0.8984285,0.46480268,0.51116073,1.9474424918492634,0.7040951,0.3965774
140,0.6763831,1.1761861751411917,0.91034484,0.47114813,0.5119048,1.9489316315878005,0.6966888,0.39136904
141,0.6789609,1.1745662489699484,0.90950745,0.4723379,0.51785713,1.9425024617285955,0.707483,0.38690478
142,0.6880825,1.1625129472942266,0.90727204,0.46757883,0.52008927,1.9378853269985743,0.6972833,0.40104166
143,0.6876859,1.1645039556259535,0.902682,0.46718222,0.5171131,1.9332788246018546,0.7045752,0.40104166
144,0.68629783,1.1608650356135197,0.9056532,0.47015664,0.52306545,1.925970738842374,0.71225804,0.4107143
145,0.68114215,1.1656666785248115,0.910914,0.468372,0.51339287,1.945713466122037,0.7015915,0.39360118
146,0.68510807,1.1618397789485582,0.90999615,0.47114813,0.5171131,1.9323207281884693,0.7083871,0.40848213
147,0.6841166,1.1655290442611783,0.9048165,0.46936348,0.5260417,1.938536519096011,0.7092568,0.4047619
148,0.6789609,1.1643027898316438,0.9082534,0.46916518,0.5260417,1.914467712243398,0.71014494,0.40104166
149,0.689074,1.1465859937095793,0.91149426,0.47174302,0.51785713,1.9437768856684368,0.703466,0.4077381
150,0.6791592,1.1534352409515782,0.9095765,0.47273448,0.5186012,1.9359358009837924,0.7010444,0.39955357
151,0.68193537,1.155843976327358,0.9054258,0.4765021,0.5171131,1.9347728263764155,0.6922078,0.3965774
152,0.68471146,1.1508810079549245,0.90640396,0.47432083,0.515625,1.967882664430709,0.7068742,0.40550596
153,0.68649614,1.150540405314474,0.91314375,0.47114813,0.5141369,1.9394789508410863,0.70633894,0.40625
154,0.6912552,1.1457351148069412,0.9098761,0.48046798,0.51636904,1.9549351022357033,0.70887727,0.40401787
155,0.6878842,1.1470814053676157,0.9053389,0.47412255,0.52008927,1.9294866408620561,0.7072539,0.40625
156,0.68372,1.1468393352209942,0.9032258,0.47749355,0.52157736,1.9217498444375538,0.71334213,0.4017857
157,0.68828076,1.1442578821907483,0.90909094,0.4759072,0.52678573,1.9010878943261647,0.7223684,0.40848213
158,0.6872893,1.148497527857846,0.91377336,0.4749157,0.52380955,1.93287227834974,0.7133508,0.40550596
159,0.6827285,1.1501977200099642,0.8989442,0.47273448,0.51636904,1.9087094551041013,0.6998723,0.4077381
160,0.6855047,1.144828793680103,0.9070813,0.4800714,0.5171131,1.9307095380056472,0.7128335,0.4174107
161,0.689074,1.1311759525363747,0.909396,0.4836407,0.5223214,1.9291763589495705,0.7037516,0.4047619
162,0.6823319,1.1384518400747672,0.9084771,0.48026967,0.53050596,1.9123262280509585,0.7126582,0.41889882
163,0.68510807,1.1316774141426813,0.91738,0.48879635,0.52678573,1.9290323967025393,0.7119078,0.41369048
164,0.6956177,1.1332526049064593,0.91037035,0.48740828,0.5260417,1.906294780118125,0.703939,0.4122024
165,0.6807456,1.141837298763713,0.90639096,0.47808844,0.52008927,1.8929732243220012,0.7055138,0.41889882
166,0.69046205,1.1302617675322473,0.90820897,0.4826492,0.53050596,1.9615101104690915,0.70741224,0.4047619
167,0.68986714,1.1327175401799763,0.90390277,0.4868134,0.52529764,1.9137652942112513,0.69506174,0.41889882
168,0.687091,1.1281946016733735,0.90939474,0.48562363,0.51636904,1.9426458108992803,0.6978508,0.4107143
169,0.6944279,1.1195878359313147,0.91318804,0.49018443,0.52380955,1.9258159228733607,0.6990921,0.40104166
170,0.69343644,1.1248629720064942,0.9107876,0.48383898,0.5186012,1.9125132333664667,0.69250315,0.40550596
171,0.6922467,1.1184158171308247,0.911547,0.48839977,0.5186012,1.9175432097344172,0.69796956,0.40922618
172,0.699187,1.1178150653791834,0.90352166,0.48839977,0.5186012,1.9308512324378604,0.72026145,0.40997022
173,0.69026375,1.1202534920115474,0.9085502,0.48463216,0.53199404,1.907072209176563,0.718509,0.4159226
174,0.6981955,1.1064755827359871,0.90696824,0.49296054,0.52901787,1.9259938966660273,0.6935687,0.40922618
175,0.69006544,1.1264887587692727,0.90521675,0.48859805,0.5186012,1.9228182236353557,0.7,0.41145834
176,0.68669444,1.1188238795707086,0.9053255,0.48542535,0.5171131,1.9078711498351324,0.6922126,0.41666666
177,0.69760066,1.1117143108805516,0.91198224,0.48899466,0.52157736,1.9197557483400618,0.72156864,0.4107143
178,0.6946262,1.1126187570317738,0.9118407,0.49018443,0.52157736,1.9091457639421736,0.7078652,0.421875
179,0.69660914,1.1099076012214828,0.91137373,0.48939124,0.5223214,1.928495861235119,0.6933667,0.4122024
180,0.69323814,1.1067339540378882,0.90855676,0.490581,0.52678573,1.931732626188369,0.69861287,0.4122024
181,0.7019631,1.095561656005416,0.90631807,0.4949435,0.5223214,1.91050523519516,0.7177835,0.41443452
182,0.6954194,1.109477183198541,0.91040987,0.49771962,0.5327381,1.8935876999582564,0.7135615,0.41889882
183,0.6948245,1.100118395912489,0.9038113,0.49375373,0.5126488,1.9194193822996957,0.69154227,0.41369048
184,0.70216143,1.0926254963841724,0.9118705,0.50267696,0.52901787,1.8890992999076843,0.7056555,0.40848213
185,0.692445,1.100065706434785,0.91002196,0.49335712,0.52529764,1.894890458810897,0.7119078,0.41369048
186,0.6910569,1.1061715440525084,0.90399134,0.4985128,0.5327381,1.8950295192854745,0.7048568,0.42113096
187,0.6997819,1.0960132711089228,0.9021307,0.49534008,0.5342262,1.9244947802452814,0.70566505,0.4263393
188,0.69740236,1.0988401854745031,0.90412444,0.49553838,0.53720236,1.926127504734766,0.70266837,0.41145834
189,0.699187,1.0897464273634492,0.9045045,0.49771962,0.53869045,1.8739456137021382,0.71791613,0.4203869
190,0.69660914,1.09402305079244,0.90794224,0.49871108,0.5171131,1.9115092839513506,0.69395465,0.40997022
191,0.69403136,1.0935588011707598,0.90879714,0.5018838,0.53050596,1.8919783575194222,0.7126582,0.41889882
192,0.7031529,1.0884044063060547,0.90713763,0.493952,0.53571427,1.8957349118732272,0.7056604,0.4174107
193,0.69680744,1.0915632339878827,0.9102703,0.50089234,0.5186012,1.9182487697828383,0.7013802,0.4159226
194,0.6981955,1.091702828207778,0.9086693,0.5050565,0.5297619,1.9216385199910118,0.68819875,0.4122024
195,0.69879043,1.0902657928198263,0.9138372,0.49633154,0.5260417,1.8758461702437628,0.69900495,0.41815478
196,0.7015665,1.0767604715053982,0.91583097,0.5070395,0.5297619,1.8842694816135226,0.7116337,0.4278274
197,0.70434266,1.077453494804756,0.91324526,0.50723773,0.5275298,1.9048538264774142,0.7113924,0.41815478
198,0.6942296,1.0951665247122542,0.9045553,0.49613327,0.53125,1.8996423653193883,0.6966019,0.42708334
199,0.6985921,1.085249667741608,0.90751445,0.4981162,0.5260417,1.9049503860019503,0.6894032,0.42113096
